BattleResultUI2,49946,"New Text"
BattleResultUI2,49574,"40"
BigMapUI,50358,"狩猎"
BigMapUI,50440,"288.3k"
BigMapUI,50416,"秘密探访"
BigMapUI,50408,"监狱"
BigMapUI,50420,"黑帮混战"
BigMapUI,50412,"地下黑拳"
BigMapUI,50428,"狩猎"
BigMapUI,50424,"混乱区域"
BigMapUI,50364,"狩猎猛兽"
BigSecondPanel,50500,"领地收益"
BlueButton,50526,"产出总览"
BlueSmallButton,50550,"约会"
BuyItemUI,50692,"物品使用"
BuyItemUI,50724,"New Text"
BuyItemUI,50740,"确定"
BuyItemUI,50746,"取消"
BuyItemUI,50756,"+10"
BuyItemUI,50764,"-10"
BuyItemUI,50752,"99"
BuyShopItemUI,50954,"物品使用"
BuyShopItemUI,51020,"确定"
BuyShopItemUI,51044,"取消"
BuyShopItemUI,51012,"+10"
BuyShopItemUI,51030,"-10"
BuyShopItemUI,51004,"Enter text..."
BuyShopItemUI,50942,"New Text"
BuyShopItemUI,50928,"New Text"
BuyShopItemUI,51040,"5555"
BuyShopItemUI,51026,"New Text"
BuyShopItemUI,51034,"New Text"
BuyShopItemUI,51056,"278278"
BuyShopItemUI,51008,"5555"
BuyShopItemUI,51016,"5555"
BuyShopItemUI,51060,"278278"
CelebrityHotelUI,51874,"天使宝贝"
CelebrityHotelUI,51858,"9999"
CelebrityHotelUI,51772,"势力值"
CelebrityHotelUI,51934,"9999"
CelebrityHotelUI,51900,"势力值"
CelebrityHotelUI,51792,"gfawgwa"
CelebrityHotelUI,51830,"gfawgwa"
CelebrityHotelUI,51606,"领取"
CelebrityHotelUI,51530,"20:48:31"
CelebrityHotelUI,51640,"3/3"
CelebrityHotelUI,51566,"领取"
CelebrityHotelUI,51572,"2782782782"
CelebrityHotelUI,51616,"跨服提亲"
CelebrityHotelUI,51308,"狩猎"
CelebrityHotelUI,51776,"288.3k"
ChangeCountryUI,52086,"New Text"
ChangeCountryUI,52178,"美国"
ChangeCountryUI,52142,"领取"
ChangeCountryUI,52136,"领取"
ChangeCountryUI,52100,"美国"
ChangeFlagUI,52376,"狩猎"
ChangeFlagUI,52430,"288.3k"
ChangeFlagUI,52338,"New Text"
ChangeFlagUI,52320,"New Text"
ChangeFlagUI,52330,"领取"
ChangeFlagUI,52444,"使用中"
ChangeHeroUI,52560,"狩猎"
ChangeHeroUI,52566,"全部"
ChangeHeroUI,52582,"全部"
ChangeHeroUI,52708,"+14"
ChangeHeroUI,52702,"Kaise Lin"
ChangeHeroUI,52696,"1级"
ChangeHeroUI,52712,"(可激活缘分+4)"
ChangeHeroUI,52688,"(可激活合体技能)"
ChangeHeroUI,52654,"领取"
ChangeHeroUI,52648,"251"
ChangeRoleUI,53006,"狩猎"
ChangeRoleUI,53032,"288.3k"
ChangeRoleUI,52994,"请选择BOSS形象"
ChangeRoleUI,52986,"消耗"
ChangeRoleUI,52998,"500"
ChangeRoleUI,52970,"领取"
ChangeRoleUI,53024,"使用中"
CharityUI,53284,"首通奖励"
CharityUI,53520,"208.3k"
CharityUI,53512,"28.3k"
CharityUI,53416,"28.3k"
CharityUI,53268,"当前运势: 顺风顺水"
CharityUI,53438,"100/100"
CharityUI,53252,"知名度越高奖励越好，偶遇情人几率越高
"
CharityUI,53504,"自动赈灾"
CharityUI,53472,"运势设置:"
CharityUI,53622,"90"
CharityUI,53528,"运势低于设置值时,自动赈灾至设置值"
CharityUI,53594,"自动银两赈灾"
CharityUI,53618,"自动物资赈灾"
CharityUI,53420,"手动赈灾"
CharityUI,53476,"金钱赈灾"
CharityUI,53500,"消耗金钱: 50"
CharityUI,53424,"赈灾效果: 运势+2"
CharityUI,53572,"领取"
CharityUI,53460,"金钱赈灾"
CharityUI,53532,"消耗金钱: 50"
CharityUI,53432,"赈灾效果: 运势+2"
CharityUI,53602,"领取"
CharityUI,53428,"金钱赈灾"
CharityUI,53388,"消耗金钱: 50"
CharityUI,53396,"赈灾效果: 运势+2"
CharityUI,53608,"领取"
ChatUI,54124,"聊天"
ChatUI,54598,"本服"
ChatUI,54660,"本服"
ChatUI,54622,"本服"
ChatUI,54652,"本服"
ChatUI,54582,"本服"
ChatUI,54656,"本服"
ChatUI,54604,"本服"
ChatUI,54648,"本服"
ChatUI,54484,"当前没有后宫道具!"
ChatUI,54310,"狩猎"
ChatUI,54632,"288.3k"
ChatUI,54242,"New Text"
ChatUI,54256,"领取"
ChatUI,53848,"agaf11111111111111111111111111111111111111111111111"
ChatUI,54344,"111111"
ChatUI,54380,"New Text"
ChatUI,54264,"agaf11111111111111111111111111111111111111111111111"
ChatUI,54364,"111111"
ChatUI,54330,"New Text"
ChatUI,54322,"agaf11111111111111111111111111111111111111111111111"
CheckLineUpUI,54834,"New Text"
CheckLineUpUI,54916,"领取"
CheckLineUpUI,55276,"16"
CheckLineUpUI,55476,"级开放"
CheckLineUpUI,55314,"New Text"
CheckLineUpUI,55250,"16"
CheckLineUpUI,55468,"级开放"
CheckLineUpUI,55292,"New Text"
CheckLineUpUI,55282,"16"
CheckLineUpUI,55460,"级开放"
CheckLineUpUI,55332,"New Text"
CheckLineUpUI,55420,"16"
CheckLineUpUI,55484,"级开放"
CheckLineUpUI,55240,"New Text"
CheckLineUpUI,55270,"16"
CheckLineUpUI,55500,"级开放"
CheckLineUpUI,55324,"New Text"
CheckLineUpUI,55342,"16"
CheckLineUpUI,55492,"级开放"
CheckLineUpUI,55426,"New Text"
ChildCenterUI,56296,"狩猎"
ChildCenterUI,57072,"288.3k"
ChildCenterUI,56736,"暂无子嗣培养,请宠爱情人获得子嗣"
ChildCenterUI,56966,"哦"
ChildCenterUI,57008,"哦"
ChildCenterUI,56972,"卡宝少爷"
ChildCenterUI,57390,"母亲"
ChildCenterUI,57380,"亲密"
ChildCenterUI,57502,"1"
ChildCenterUI,57332,"天资"
ChildCenterUI,57304,"New Text"
ChildCenterUI,57284,"总资质"
ChildCenterUI,57226,"New Text"
ChildCenterUI,57268,"总属性"
ChildCenterUI,57352,"New Text"
ChildCenterUI,57222,"等级"
ChildCenterUI,57364,"New Text"
ChildCenterUI,57484,"1/3"
ChildCenterUI,57328,"01:26:30"
ChildCenterUI,57490,"领取"
ChildCenterUI,57436,"活力1/3"
ChildCenterUI,57496,"领取"
ChildCenterUI,57470,"等待封爵"
ChildCenterUI,57454,"领取"
ChildCenterUI,57090,"卡宝少爷"
ChildCenterUI,57324,"母亲"
ChildCenterUI,57212,"New Text"
ChildCenterUI,57386,"亲密"
ChildCenterUI,57474,"1"
ChildCenterUI,57264,"襁褓期"
ChildCenterUI,57238,"天资"
ChildCenterUI,57260,"New Text"
ChildCenterUI,57242,"01:26:30"
ChildCenterUI,57460,"领取"
ChildCenterUI,57316,"等待抓周"
ChildCenterUI,57440,"领取"
ChildCenterUI,57586,"空闲"
ChildCenterUI,57570,"阿哥释放"
ChildCenterUI,57562,"等级: 4/20"
ChildCenterUI,57598,"活力: 1/3"
ChildCenterUI,57594,"襁褓期"
ChildCenterUI,57590,"抓周"
ChildCenterUI,57602,"封爵"
ChildCenterUI,57534,"点击扩建"
ChildCenterUI,56618,"子嗣列表"
ChildCenterUI,56762,"培训栏: <color=#01d12e>1/3</color>"
ChildCenterUI,56552,"扩建至5个席位后开启一键教导"
ChildCenterUI,56946,"领取"
ChildCenterUI,56610,"恭喜帮主，请给少爷起名"
ChildCenterUI,56724,"母亲"
ChildCenterUI,56720,"瓦达"
ChildCenterUI,56732,"亲密度"
ChildCenterUI,56976,"1"
ChildCenterUI,56706,"天资"
ChildCenterUI,56564,"万里挑一"
ChildCenterUI,56158,"请输入子嗣名字"
ChildCenterUI,56162,"领取"
ChildCenterUI,56766,"首通奖励"
ChildCenterUI,57038,"阿哥释放"
ChildCenterUI,56962,"LV.8/10"
ChildCenterUI,56710,"平庸"
ChildCenterUI,57084,"瓦达"
ChildCenterUI,57028,"10"
ChildCenterUI,56568,"农、工"
ChildCenterUI,56958,"48"
ChildCenterUI,56642,"48"
ChildCenterUI,56674,"48"
ChildCenterUI,56602,"48"
ChildCenterUI,56686,"48"
ChildCenterUI,56990,"48"
ChildCenterUI,56682,"48"
ChildCenterUI,56630,"48"
ChildCenterUI,56678,"48"
ChildCenterUI,56670,"48"
ChildCenterUI,56242,"<color=#ffffff>每次教导随机增加四项属性</color> (数值由母亲亲密度决定)"
ChildCenterUI,56646,"母亲: 瓦达"
ChildCenterUI,56752,"10"
ChildCenterUI,56210,"农、军"
ChildCenterUI,56634,"111"
ChildCenterUI,56626,"111"
ChildCenterUI,56692,"111"
ChildCenterUI,56560,"111"
ChildCenterUI,56758,"111"
ChildCenterUI,56218,"领取"
ChildCenterUI,56280,"家族认证"
ChildCenterUI,56306,"晋封为: 六等继任"
ChildCenterUI,56254,"111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"
ChildCenterUI,56310,"New Text"
ChildCenterUI,56214,"请阁下给孩子改名"
ChildCenterUI,56588,"改名需要消耗钻石"
ChildCenterUI,56744,"100"
ChildCenterUI,56202,"x20"
ChildCenterUI,57066,"领取"
ChildCenterUI,57002,"领取"
ChildMsgDetailUI,57710,"联姻"
ChildMsgDetailUI,57780,"五品国公"
ChildMsgDetailUI,57794,"发护肤安慰 "
ChildMsgDetailUI,57804,"发护肤安慰 "
ChildMsgDetailUI,57798,"发护肤安慰 "
ChildMsgDetailUI,57790,"发护肤安慰 "
ChildMsgDetailUI,57840,"287"
ChildMsgDetailUI,57844,"287"
ChildMsgDetailUI,57832,"287"
ChildMsgDetailUI,57864,"287"
ChildMsgDetailUI,57828,"287"
ChildMsgDetailUI,57856,"287"
ChildMsgDetailUI,57848,"287"
ChildMsgDetailUI,57860,"287"
ChildMsgDetailUI,57852,"287"
ChildMsgDetailUI,57836,"287"
ChildMsgDetailUI,57776,"确定"
ChooseItemUseUI,57954,"New Text"
ChooseItemUseUI,57940,"可以从以下奖励选取一种"
ChooseItemUseUI,58170,"1000"
ChooseItemUseUI,58100,"New Text111"
ChooseItemUseUI,58062,"批量使用:"
ChooseItemUseUI,58122,"-10"
ChooseItemUseUI,58126,"输入数字"
ChooseItemUseUI,58114,"10"
ChooseItemUseUI,58104,"+10"
ChooseItemUseUI,58034,"领取"
ChooseItemUseUI,57936,"拥有:100"
ChurchUI,58298,"最强王者，从充值赠送的称号宝箱中可以获得。另外可以召唤世界BOSS斗士 的召唤者也可以获得最强王者的称号。"
ChurchUI,58448,"历史档案"
ChurchUI,58548,"1234567890"
ChurchUI,58458,"New Text"
ChurchUI,58602,"当前等级：
"
ChurchUI,58608,"100
"
ChurchUI,58614,"致敬可得："
ChurchUI,58584,"100
"
ChurchUI,58482,"已膜拜"
ChurchUI,58436,"致敬"
ChurchUI,58432,"历任教父"
ChurchUI,58594,"玩家名称"
ChurchUI,58564,"上榜时间"
ChurchUI,58726,"榜单名字"
ChurchUI,58718,"2019/01/01"
ChurchUI,58690,"暂时无人上榜！"
CityManagerUI,58886,"New Text"
CityManagerUI,58974,"帮助"
CityManagerUI,59048,"Button"
CityManagerUI,59038,"VIP每日礼包"
CityManagerUI,59282,"头目名称"
CityManagerUI,59246,"暂无管辖城市"
CityManagerUI,59266,"城市名"
CityManagerUI,59286,"头目名称"
CityManagerUI,59230,"暂无管辖城市"
CityManagerUI,59272,"城市名"
CityManagerUI,59106,"2999f"
CityManagerUI,59042,"领取"
CityManagerUI,59028,"领取"
CityManagerUI,58808,"New Text"
CityManagerUI,58870,"fsdfsfsafsaf"
CityStageUI,60428,"Lv.99"
CityStageUI,60696,"121212"
CityStageUI,60464,"狩猎"
CityStageUI,60762,"288.3"
CityStageUI,60402,"亨利"
CityStageUI,61392,"10%"
CityStageUI,60186,"581/900"
CityStageUI,60320,"星数排行"
CityStageUI,60594,"头目名称"
CityStageUI,60406,"关卡对应张杰名字"
CityStageUI,60334,"消耗行动力:"
CityStageUI,60578,"1"
CityStageUI,60174,"通关次数：8/10词"
CityStageUI,60492,"阵容"
CityStageUI,59982,"推荐阵容战力：2000"
CityStageUI,60386,"领取"
CityStageUI,60486,"领取"
CityStageUI,60050,"次数重置(1/5)"
CityStageUI,60346,"领取"
CityStageUI,60368,"通关奖励"
CityStageUI,60942,"1000"
CityStageUI,59976,"快速战斗"
CityStageUI,60574,"这里可以看到你的扫荡战报详情~~"
CityStageUI,61420,"通关奖励"
CityStageUI,60952,"美金: "
CityStageUI,62188,"10000"
CityStageUI,60958,"经验: "
CityStageUI,61926,"10000"
CityStageUI,62212,"+100(其他加成)"
CityStageUI,60438,"领取"
CityStageUI,60418,"领取"
CityStageUI,60392,"领取"
CityStageUI,60498,"头目A碎片:2/50"
CityStageUI,59704,"关卡1"
ClothAddAttrUI,62468,"衣服一"
ClothAddAttrUI,62594,"礼仪"
ClothAddAttrUI,62582,"+40"
ClothAddAttrUI,62602,"修养"
ClothAddAttrUI,62618,"+40"
ClothAddAttrUI,62598,"魅力"
ClothAddAttrUI,62574,"+40"
ClothAddAttrUI,62606,"心计"
ClothAddAttrUI,62622,"+40"
ClothAddAttrUI,62480,"New Text"
ClothAddAttrUI,62400,"尚未有服饰加成"
ClothAddAttrUI,62360,"rjtj"
ClothAddAttrUI,62434,"+40"
ClothAddAttrUI,62406,"+40"
ClothAddAttrUI,62438,"+40"
ClothAddAttrUI,62442,"+40"
ClothAddAttrUI,62590,"rjtj"
ClothAddAttrUI,62614,"rjtj"
ClothAddAttrUI,62328,"服饰加成"
ClothAddAttrUI,62344,"服务安抚
福娃发"
CommentUI,63042,"领取"
CommentUI,63048,"领取"
CommentUI,63036,"领取"
CommentUI,62786,"New Text"
CommentUI,62848,"78278"
CommentUI,62792,"78278"
CommentUI,62948,"领取"
CommentUI,62994,"领取"
CommentUI,62798,"78278"
CommentUI,62864,"78278"
CommentUI,62920,"领取"
CommentUI,62960,"领取"
CommentUI,63000,"输入文字..."
CostItemRecoverUI,63148,"体力 +50"
CostItemRecoverUI,63142,"领取"
CreateRoleUI,63216,"我的父亲是地下世界的王"
CreateRoleUI,63382,"111"
CreateRoleUI,63386,"111"
CreateRoleUI,63288,"名字重复"
DailyActiveUI,63582,"狩猎"
DailyActiveUI,63728,"288.3k"
DailyActiveUI,63592,"New Text"
DailyActiveUI,63606,"New Text"
DailyActiveUI,63774,"10%"
DailyActiveUI,63616,"王朝副本挑战次数达到5"
DailyActiveUI,63610,"4/5"
DailyActiveUI,63710,"已完成"
DailyActiveUI,63686,"领取"
DailyActiveUI,63692,"领取"
DaliyBattleChooseLevelUI,64034,"产出总览"
DaliyBattleChooseLevelUI,64020,"1541"
DaliyBattleChooseLevelUI,64004,"你好
福娃"
DaliyBattleChooseLevelUI,63940,"罪犯详情"
DaliyBattleUI,64356,"狩猎"
DaliyBattleUI,64396,"288.3k"
DaliyBattleUI,64348,"钻石
fawfawf"
DaliyBattleUI,64316,"钻石"
DaliyBattleUI,64344,"今日开启"
DaliyBattleUI,64362,"开始狩猎"
DaliyBattleUI,64328,"开始狩猎"
DaliyBattleUI,64244,"New Text"
DareTowerUI,64964,"狩猎"
DareTowerUI,65164,"288.3k"
DareTowerUI,65004,"Lv.99"
DareTowerUI,65184,"121212"
DareTowerUI,64824,"今日可挑战次数：10次"
DareTowerUI,65072,"头目名称"
DareTowerUI,65012,"推荐阵容战力：20000"
DareTowerUI,64932,"关卡对应张杰名字"
DareTowerUI,64926,"消耗行动力:"
DareTowerUI,65090,"1"
DareTowerUI,64948,"阵容"
DareTowerUI,64832,"首通奖励: "
DareTowerUI,65068,"100"
DareTowerUI,64990,"领取"
DareTowerUI,64970,"已掠夺"
DareTowerUI,64936,"通关奖励"
DareTowerUI,65362,"1000"
DareTowerUI,64512,"关卡1"
DateRecordUI,66634,"首通奖励"
DateRecordUI,66612,"夏雨荷"
DateRecordUI,66630,"澳大利亚"
DateRecordUI,66714,"第n次邂逅"
DateRecordUI,66700,"夏雨荷从你的身边经过，没有注意到你"
DateRecordUI,66686,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"
DateRecordUI,66606,"New Text"
DateRecordUI,66658,"当前没有后宫道具!"
DebugUI,66800,"发送"
DebugUI,66776,"Debug"
DecomposeUI,68768,"道具"
DecomposeUI,68944,"道具"
DecomposeUI,68796,"道具"
DecomposeUI,68900,"道具"
DecomposeUI,68536,"道具"
DecomposeUI,68872,"道具"
DecomposeUI,68914,"1000"
DecomposeUI,68938,"1000"
DecomposeUI,68908,"1000"
DecomposeUI,68964,"1000"
DecomposeUI,68886,"1000"
DecomposeUI,68974,"1000"
DecomposeUI,68954,"1000"
DecomposeUI,68948,"1000"
DecomposeUI,68880,"1000"
DecomposeUI,68920,"1000"
DecomposeUI,67434,"领取"
DecomposeUI,67488,"领取"
DecomposeUI,68504,"道具"
DecomposeUI,68930,"道具"
DecomposeUI,68524,"道具"
DecomposeUI,68934,"道具"
DecomposeUI,68804,"道具"
DecomposeUI,68904,"道具"
DecomposeUI,67402,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,68776,"New Text"
DecomposeUI,68676,"New Text"
DecomposeUI,68608,"New Text"
DecomposeUI,68722,"New Text"
DecomposeUI,68020,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,67414,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,68568,"New Text"
DecomposeUI,68516,"New Text"
DecomposeUI,68544,"New Text"
DecomposeUI,68556,"New Text"
DecomposeUI,67986,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,67418,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,68604,"New Text"
DecomposeUI,68746,"New Text"
DecomposeUI,68680,"New Text"
DecomposeUI,68788,"New Text"
DecomposeUI,68004,"重生返还初始装备的碎片以及养成消耗的大量资源"
DecomposeUI,67990,"重生"
DecomposeUI,68144,"x50"
DecomposeUI,67148,"狩猎"
DecomposeUI,68234,"288.3k"
DecomposeUI,68150,"道具"
DecomposeUI,68696,"道具"
DecomposeUI,68168,"道具"
DecomposeUI,68564,"道具"
DialogUI,42982,"勇者"
DicingUI,69204,"扔中靶心积分+30 扔中大环积分+ 20 扔中小环积分+10"
DicingUI,69346,"轮次"
DicingUI,69334,"自己"
DicingUI,69340,"对方"
DicingUI,69222,"请投掷骰子"
DicingUI,69352,"+ 5"
DicingUI,69288,"私人猎场fdsafsadfsf"
DicingUI,69364,"+ 5"
DicingUI,69208,"已获得积分:"
DicingUI,69218,"剩余次数:3"
DirectedTravelUI,69688,"按个"
DirectedTravelUI,69734,"此行路途遥远,需备足资金"
DirectedTravelUI,69752,"50"
DirectedTravelUI,69662,"随机事件"
DirectedTravelUI,69796,"事件名字"
DirectedTravelUI,69804,"事件描述事件描述事件描述事件描述事件描述事件描述事件描述事件描述事件描述事件描述"
DirectedTravelUI,69820,"邂逅!"
DirectedTravelUI,69832,"寻访事件:有几率获得美女"
DirectedTravelUI,69586,"狩猎"
DirectedTravelUI,69784,"288.3k"
DirectedTravelUI,69612,"定向出行数量: 1/3"
DirectedTravelUI,69628,"知名度"
DirectedTravelUI,69672,"100/100"
DirectedTravelUI,69484,"距离京城5公里"
DirectedTravelUI,69508,"运势消耗: 2"
DirectedTravelUI,69606,"00:00:00"
DirectedTravelUI,69694,"领取"
DirectedTravelUI,69574,"体力: 3/3"
DirectedTravelUI,69666,"领取"
DressingUI,70148,"狩猎"
DressingUI,70324,"288.3k"
DressingUI,70116,"仙蕊"
DressingUI,70222,"初始服饰"
DressingUI,70160,"额外属性加成"
DressingUI,70112,"额外属性加成"
DressingUI,70144,"初始衣服"
DressingUI,70308,"+40"
DressingUI,70304,"+40"
DressingUI,70320,"+40"
DressingUI,70312,"+40"
DressingUI,70214,"获取"
DressingUI,70250,"获取"
DressingUI,70008,"发放娃娃发我无法发我发我
发放娃娃发我无法发我发我"
DressingUI,70100,"获取"
DynastyBattleReportUI,70432,"New Text"
DynastyBattleReportUI,70552,"第X场争霸战已结束，战绩如下"
DynastyBattleReportUI,70690,"王朝总战绩"
DynastyBattleReportUI,70702,"999999"
DynastyBattleReportUI,70654,"上场攻打战绩"
DynastyBattleReportUI,70694,"999999"
DynastyBattleReportUI,70680,"上场防守战绩"
DynastyBattleReportUI,70798,"999999"
DynastyBattleReportUI,70544,"王朝总战绩"
DynastyBattleReportUI,70538,"玩家名称"
DynastyBattleReportUI,70650,"上场战绩"
DynastyBattleReportUI,70676,"999999"
DynastyBattleReportUI,70698,"总战绩"
DynastyBattleReportUI,70668,"999999"
DynastyBattleReportUI,70534,"下场王朝战: 周四10:00-24:00"
DynastyBattleReportUI,70684,"首通奖励"
DynastyBattleReportUI,70946,"王朝名字"
DynastyBattleReportUI,70902,"建筑1"
DynastyBattleReportUI,70970,"剩余0次防守次数"
DynastyBattleReportUI,70910,"建筑1"
DynastyBattleReportUI,70890,"剩余0次防守次数"
DynastyBattleReportUI,70886,"建筑1"
DynastyBattleReportUI,70878,"剩余0次防守次数"
DynastyBattleReportUI,70870,"建筑1"
DynastyBattleReportUI,70922,"剩余0次防守次数"
DynastyBattleReportUI,70894,"王朝名字"
DynastyBattleReportUI,70962,"建筑1"
DynastyBattleReportUI,70942,"剩余0次防守次数"
DynastyBattleReportUI,70954,"建筑1"
DynastyBattleReportUI,70898,"剩余0次防守次数"
DynastyBattleReportUI,70874,"建筑1"
